time,inertia.phi_ref,inertia.phi_sim,inertia.phi_relerr,inertia.w_ref,inertia.w_sim,inertia.w_relerr
0.115,0.00056246991,0.001124894293,2.67381e-05,0.07499371401,0.1499572453,0.0149944
0.1155,0.0006005910056,0.001201121706,2.85497e-05,0.07749308543,0.1549523612,0.0154936
0.116,0.0006399618217,0.001279846597,3.04207e-05,0.07999242183,0.1599471575,0.0159927
0.1165,0.0006805823582,0.001361068803,3.23509e-05,0.08249172321,0.164941624,0.0164918
0.117,0.0007224526151,0.001444788158,3.43404e-05,0.08499098956,0.169935751,0.0169908
0.1175,0.0007655725925,0.001531004488,3.63893e-05,0.08749022089,0.1749295284,0.0174898
0.118,0.0008099422903,0.001619717618,3.84974e-05,0.08998941719,0.1799229463,0.0179887
0.1185,0.0008555617085,0.001710927364,4.06648e-05,0.09248857848,0.1849159948,0.0184875
0.119,0.0009024299528,0.00180463354,4.28915e-05,0.0949876509,0.1899086638,0.0189863
0.1195,0.0009505476653,0.001900835954,4.51775e-05,0.09748667313,0.1949009435,0.019485
0.12,0.0009999149091,0.001999534408,4.75227e-05,0.09998564894,0.199892824,0.0199837
0.1205,0.001050531684,0.002100728701,4.99272e-05,0.1024845783,0.2048842952,0.0204822
0.121,0.001102397991,0.002204418626,5.2391e-05,0.1049834613,0.2098753473,0.0209807
0.1215,0.001155513828,0.002310603971,5.4914e-05,0.1074822979,0.2148659704,0.0214791
0.122,0.001209879197,0.002419284519,5.74961e-05,0.1099810881,0.2198561544,0.0219775
0.1225,0.001265494097,0.002530460048,6.01375e-05,0.1124798319,0.2248458896,0.0224757
0.123,0.001322358529,0.002644130332,6.28381e-05,0.1149785292,0.229835166,0.0229739
0.1235,0.001380471941,0.002760295139,6.55979e-05,0.1174771564,0.2348239736,0.023472
0.124,0.001439834382,0.00287895416,6.8417e-05,0.1199757153,0.2398123003,0.02397
0.1245,0.001500446067,0.003000107234,7.12951e-05,0.1224742154,0.2448001348,0.0244679
0.125,0.00156230697,0.003123754119,7.42325e-05,0.1249726555,0.2497874673,0.0249657
0.1255,0.001625417064,0.00324989456,7.7229e-05,0.1274710345,0.2547742878,0.0254635
0.126,0.001689776324,0.003378528295,8.02847e-05,0.1299693513,0.2597605864,0.0259611
0.1265,0.001755384723,0.00350965506,8.33995e-05,0.1324676047,0.2647463531,0.0264587
0.127,0.001822242234,0.003643274584,8.65734e-05,0.1349657935,0.2697315781,0.0269562
0.1275,0.001890348832,0.003779386592,8.98064e-05,0.1374639167,0.2747162515,0.0274535
0.128,0.001959704491,0.003917990804,9.30986e-05,0.1399619731,0.2797003633,0.0279508
0.1285,0.002030309183,0.004059086935,9.64498e-05,0.1424599615,0.2846839037,0.0284479
0.129,0.002102162883,0.004202674696,9.98601e-05,0.1449578809,0.2896668627,0.028945
0.1295,0.002175265565,0.004348753791,0.000103329,0.14745573,0.2946492305,0.029442
0.13,0.002249617201,0.004497323923,0.000106858,0.1499535078,0.2996309973,0.0299388
0.1305,0.002325217767,0.004648384786,0.000110445,0.1524512132,0.3046121531,0.0304356
0.131,0.002402067235,0.004801936072,0.000114092,0.1549488448,0.309592688,0.0309322
0.1315,0.00248016558,0.004957977466,0.000117797,0.1574464018,0.3145725923,0.0314287
0.132,0.002559512774,0.005116508652,0.000121562,0.1599438828,0.3195518561,0.0319251
0.1325,0.002640108697,0.005277529304,0.000125385,0.1624412853,0.3245304696,0.0324214
0.133,0.002721952656,0.005441039095,0.000129268,0.164938598,0.3295084228,0.0329176
0.1335,0.002805045239,0.005607037692,0.000133209,0.1674358291,0.3344857061,0.0334137
0.134,0.002889386409,0.005775524757,0.000137209,0.1699329774,0.3394623095,0.0339096
0.1345,0.002974976131,0.005946499946,0.000141269,0.1724300415,0.3444382232,0.0344055
0.135,0.003061814371,0.006119962914,0.000145387,0.1749270203,0.3494134375,0.0349012
0.1355,0.003149901093,0.006295913307,0.000149564,0.1774239123,0.3543879425,0.0353967
0.136,0.003239236262,0.006474350767,0.0001538,0.1799207164,0.3593617285,0.0358922
0.1365,0.003329819843,0.006655274934,0.000158095,0.1824174313,0.3643347856,0.0363875
0.137,0.0034216518,0.00683868544,0.000162449,0.1849140556,0.3693071041,0.0368827
0.1375,0.003514732099,0.007024581914,0.000166861,0.1874105882,0.3742786742,0.0373778
0.138,0.003609060703,0.007212963978,0.000171333,0.1899070278,0.3792494861,0.0378727
0.1385,0.003704637578,0.007403831252,0.000175863,0.192403373,0.3842195301,0.0383675
0.139,0.003801462689,0.00759718335,0.000180452,0.1948996226,0.3891887964,0.0388622
0.1395,0.003899536,0.007793019881,0.000185099,0.1973957753,0.3941572753,0.0393567
0.14,0.003998857476,0.007991340448,0.000189806,0.1998918299,0.399124957,0.0398511
0.1405,0.004099427083,0.008192144652,0.000194571,0.2023877851,0.4040918317,0.0403453
0.141,0.004201244784,0.008395432086,0.000199395,0.2048836396,0.4090578899,0.0408394
0.1415,0.004304310544,0.008601202341,0.000204278,0.2073793921,0.4140231216,0.0413333
0.142,0.004408623587,0.008809455001,0.000209219,0.2098750413,0.4189875173,0.0418271
0.1425,0.004514183936,0.009020189647,0.000214219,0.2123705859,0.4239510671,0.0423208
0.143,0.004620992027,0.009233405853,0.000219278,0.2148660247,0.4289137615,0.0428143
0.1435,0.004729047813,0.009449103191,0.000224395,0.2173613564,0.4338755907,0.0433077
0.144,0.004838351251,0.009667281225,0.000229571,0.2198565798,0.438836545,0.0438009
0.1445,0.004948902293,0.009887939517,0.000234806,0.2223516935,0.4437966147,0.0442939
0.145,0.005060700893,0.01011107762,0.000240099,0.2248466963,0.4487557902,0.0447868
0.1455,0.005173747007,0.01033669509,0.000245451,0.2273415869,0.4537140617,0.0452795
0.146,0.005288040588,0.01056479147,0.000250861,0.2298363641,0.4586714197,0.0457721
0.1465,0.005403581591,0.01079536631,0.00025633,0.2323310265,0.4636278545,0.0462645
0.147,0.00552036997,0.01102841913,0.000261857,0.2348255729,0.4685833563,0.0467567
0.1475,0.005638405679,0.01126394947,0.000267443,0.237320002,0.4735379156,0.0472488
0.148,0.005757688672,0.01150195686,0.000273087,0.2398143126,0.4784915228,0.0477407
0.1485,0.005878218904,0.01174244082,0.00027879,0.2423085033,0.4834441681,0.0482325
0.149,0.005999996329,0.01198540087,0.000284551,0.2448025729,0.488395842,0.0487241
0.1495,0.006123020901,0.01223083652,0.000290371,0.2472965201,0.4933465349,0.0492155
0.15,0.006247292575,0.01247874723,0.000296249,0.2497903436,0.4982962368,0.0497067
0.1505,0.006372811304,0.01272913236,0.000302185,0.2522840422,0.5032449362,0.0501978
0.151,0.006499576926,0.01298199164,0.000308179,0.2547776148,0.508192624,0.0506886
0.1515,0.006627587104,0.01323732456,0.000314232,0.2572710641,0.5131392906,0.0511793
0.152,0.006756843805,0.01349513059,0.000320344,0.2597643854,0.5180849264,0.0516698
0.1525,0.006887346963,0.01375540922,0.000326513,0.2622575773,0.5230295219,0.0521602
0.153,0.007019096511,0.01401815992,0.000332741,0.2647506386,0.5279730673,0.0526503
0.1535,0.007152092384,0.01428338215,0.000339027,0.2672435682,0.5329155532,0.0531403
0.154,0.007286334516,0.01455107539,0.000345372,0.2697363647,0.5378569699,0.0536301
0.1545,0.00742182284,0.01482123908,0.000351774,0.272229027,0.5427973079,0.0541197
0.155,0.007558557292,0.01509387269,0.000358235,0.2747215537,0.5477365576,0.0546091
0.1555,0.007696537804,0.01536897566,0.000364754,0.2772139437,0.5526747095,0.0550983
0.156,0.007835764311,0.01564654745,0.000371331,0.2797061957,0.5576117541,0.0555873
0.1565,0.007976236747,0.01592658748,0.000377966,0.2821983085,0.5625476818,0.0560761
0.157,0.008117955046,0.01620909521,0.00038466,0.2846902808,0.5674824832,0.0565647
0.1575,0.008260919141,0.01649407005,0.000391411,0.2871821114,0.5724161487,0.0570531
0.158,0.008405128968,0.01678151144,0.00039822,0.289673799,0.5773486688,0.0575414
0.1585,0.00855058446,0.0170714188,0.000405088,0.2921653424,0.5822800341,0.0580294
0.159,0.008697285552,0.01736379155,0.000412013,0.2946567404,0.5872102351,0.0585172
0.1595,0.008845232176,0.01765862911,0.000418996,0.2971479918,0.5921392623,0.0590048
0.16,0.008994424267,0.01795593087,0.000426038,0.2996390952,0.5970671063,0.0594922
0.1605,0.00914486176,0.01825569625,0.000433137,0.3021300494,0.6019937577,0.0599794
0.161,0.009296544588,0.01855792465,0.000440294,0.3046208533,0.606919207,0.0604664
0.1615,0.009449472686,0.01886261546,0.000447509,0.3071115055,0.6118434449,0.0609532
0.162,0.009603645986,0.01916976808,0.000454781,0.3096020049,0.6167664618,0.0614397
0.1625,0.009759064425,0.01947938188,0.000462112,0.3120923502,0.6216882485,0.0619261
0.163,0.009915727934,0.01979145626,0.0004695,0.3145825401,0.6266087955,0.0624122
0.1635,0.01007363645,0.02010599058,0.000476947,0.3170725734,0.6315280936,0.0628981
0.164,0.0102327899,0.02042298423,0.00048445,0.3195624488,0.6364461332,0.0633838
0.1645,0.01039318823,0.02074243657,0.000492012,0.3220521652,0.6413629051,0.0638692
0.165,0.01055483137,0.02106434697,0.000499631,0.3245417213,0.6462783999,0.0643545
0.1655,0.01071771925,0.02138871478,0.000507308,0.3270311159,0.6511926084,0.0648395
0.166,0.0108818518,0.02171553935,0.000515043,0.3295203476,0.6561055211,0.0653243
0.1665,0.01104722896,0.02204482005,0.000522835,0.3320094153,0.6610171288,0.0658089
0.167,0.01121385067,0.02237655621,0.000530684,0.3344983178,0.6659274221,0.0662932
0.1675,0.01138171685,0.02271074717,0.000538592,0.3369870537,0.6708363919,0.0667773
0.168,0.01155082745,0.02304739228,0.000546556,0.3394756219,0.6757440288,0.0672612
0.1685,0.01172118239,0.02338649086,0.000554579,0.3419640211,0.6806503236,0.0677448
0.169,0.01189278161,0.02372804225,0.000562658,0.34445225,0.6855552669,0.0682282
0.1695,0.01206562505,0.02407204575,0.000570795,0.3469403075,0.6904588497,0.0687113
0.17,0.01223970919,0.0244185007,0.00057899,0.3494281935,0.6953610625,0.0691943
0.1705,0.01241503702,0.02476740641,0.000587242,0.3519159057,0.7002618963,0.0696769
0.171,0.01259160855,0.02511876218,0.000595551,0.3544034428,0.7051613418,0.0701594
0.1715,0.01276942369,0.02547256733,0.000603918,0.3568908037,0.7100593898,0.0706416
0.172,0.01294848237,0.02582882114,0.000612342,0.3593779869,0.714956031,0.0711235
0.1725,0.01312878452,0.02618752292,0.000620823,0.3618649914,0.7198512565,0.0716052
0.173,0.01331033007,0.02654867195,0.000629362,0.3643518158,0.7247450569,0.0720867
0.1735,0.01349311892,0.02691226753,0.000637958,0.366838459,0.7296374231,0.0725679
0.174,0.01367715101,0.02727830894,0.00064661,0.3693249197,0.734528346,0.0730488
0.1745,0.01386242627,0.02764679545,0.00065532,0.3718111967,0.7394178164,0.0735295
0.175,0.01404894461,0.02801772633,0.000664088,0.3742972887,0.7443058252,0.0740099
0.1755,0.01423670597,0.02839110086,0.000672912,0.3767831945,0.7491923633,0.0744901
0.176,0.01442571026,0.0287669183,0.000681793,0.3792689129,0.7540774217,0.07497
0.1765,0.01461595741,0.0291451779,0.000690731,0.3817544426,0.7589609911,0.0754497
0.177,0.01480744734,0.02952587893,0.000699727,0.3842397823,0.7638430625,0.0759291
0.1775,0.01500017998,0.02990902062,0.000708779,0.386724931,0.7687236269,0.0764082
0.178,0.01519415526,0.03029460224,0.000717888,0.3892098872,0.7736026751,0.0768871
0.1785,0.01538937309,0.03068262301,0.000727054,0.3916946498,0.7784801983,0.0773657
0.179,0.0155858334,0.03107308218,0.000736277,0.3941792176,0.7833561872,0.077844
0.1795,0.01578353612,0.03146597898,0.000745556,0.3966635893,0.7882306328,0.0783221
0.18,0.01598248116,0.03186131263,0.000754893,0.3991477636,0.7931035263,0.0787999
0.1805,0.01618266846,0.03225908197,0.000764286,0.4016317394,0.7979748567,0.0792774
0.181,0.01638409794,0.03265928626,0.000773736,0.4041155153,0.8028446129,0.0797547
0.1815,0.01658676952,0.03306192517,0.000783243,0.4065990903,0.8077127868,0.0802316
0.182,0.01679068312,0.0334669979,0.000792806,0.4090824629,0.8125793694,0.0807083
0.1825,0.01699583867,0.03387450363,0.000802426,0.411565632,0.8174443517,0.0811848
0.183,0.0172022361,0.03428444155,0.000812102,0.4140485964,0.8223077248,0.0816609
0.1835,0.01740987533,0.03469681085,0.000821835,0.4165313548,0.8271694796,0.0821367
0.184,0.01761875628,0.03511161071,0.000831625,0.419013906,0.8320296073,0.0826123
0.1845,0.01782887888,0.0355288403,0.000841471,0.4214962487,0.8368880987,0.0830876
0.185,0.01804024305,0.03594849879,0.000851373,0.4239783818,0.8417449451,0.0835626
0.1855,0.01825284872,0.03637058535,0.000861332,0.4264603039,0.8466001376,0.0840373
0.186,0.0184666958,0.03679509914,0.000871348,0.4289420138,0.8514536671,0.0845117
0.1865,0.01868178423,0.03722203932,0.000881419,0.4314235103,0.8563055249,0.0849858
0.187,0.01889811393,0.03765140505,0.000891547,0.4339047922,0.861155702,0.0854597
0.1875,0.01911568482,0.03808319548,0.000901731,0.4363858582,0.8660041897,0.0859332
0.188,0.01933449682,0.03851740975,0.000911972,0.4388667071,0.870850979,0.0864064
0.1885,0.01955454099,0.03895404701,0.000922269,0.441347345,0.8756960612,0.0868794
0.189,0.01977582445,0.03939310639,0.000932622,0.4438277647,0.8805394274,0.087352
0.1895,0.01999834798,0.03983458704,0.000943031,0.4463079643,0.8853810689,0.0878244
0.19,0.02022211151,0.04027848807,0.000953497,0.4487879425,0.8902209768,0.0882964
0.1905,0.02044711493,0.04072480862,0.000964019,0.4512676981,0.8950591425,0.0887681
0.191,0.02067335814,0.04117354781,0.000974596,0.4537472298,0.8998955571,0.0892396
0.1915,0.02090084105,0.04162470476,0.00098523,0.4562265366,0.9047302119,0.0897107
0.192,0.02112956356,0.04207827859,0.000995919,0.4587056171,0.9095630982,0.0901815
0.1925,0.02135952558,0.04253426839,0.00100666,0.4611844701,0.9143942073,0.090652
0.193,0.021590727,0.04299267329,0.00101747,0.4636630944,0.9192235306,0.0911222
0.1935,0.02182316774,0.04345349238,0.00102832,0.4661414888,0.9240510592,0.0915921
0.194,0.0220568477,0.04391672476,0.00103924,0.4686196521,0.9288767847,0.0920616
0.1945,0.02229176678,0.04438236952,0.00105021,0.4710975831,0.9337006982,0.0925309
0.195,0.02252792488,0.04485042576,0.00106123,0.4735752804,0.9385227913,0.0929998
0.1955,0.0227653219,0.04532089256,0.00107231,0.476052743,0.9433430553,0.0934684
0.196,0.02300395776,0.045793769,0.00108345,0.4785299696,0.9481614815,0.0939367
0.1965,0.02324383235,0.04626905416,0.00109464,0.481006959,0.9529780615,0.0944047
0.197,0.02348494558,0.04674674712,0.00110589,0.4834837099,0.9577927866,0.0948724
0.1975,0.02372729735,0.04722684694,0.00111719,0.4859602211,0.9626056482,0.0953397
0.198,0.02397088757,0.04770935269,0.00112855,0.4884364915,0.9674166379,0.0958067
0.1985,0.02421571613,0.04819426343,0.00113996,0.4909125198,0.9722257471,0.0962733
0.199,0.02446178295,0.04868157823,0.00115143,0.4933883047,0.9770329673,0.0967397
0.1995,0.02470908792,0.04917129613,0.00116295,0.4958638451,0.98183829,0.0972057
0.2,0.02495763095,0.04966341618,0.00117453,0.4983391398,0.9866417068,0.0976714
0.2005,0.02520741194,0.05015793743,0.00118617,0.5008141874,0.9914432091,0.0981367
0.201,0.0254584308,0.05065485892,0.00119786,0.5032889869,0.9962427885,0.0986017
0.2015,0.02571068743,0.05115417969,0.0012096,0.5057635369,1.001040437,0.0990664
0.202,0.02596418173,0.05165589878,0.00122141,0.5082378364,1.005836145,0.0995307
0.2025,0.02621891361,0.0521600152,0.00123326,0.5107118839,1.010629905,0.0999947
0.203,0.02647488297,0.05266652799,0.00124517,0.5131856784,1.015421709,0.100458
0.2035,0.02673208972,0.05317543617,0.00125714,0.5156592186,1.020211548,0.100922
0.204,0.02699053375,0.05368673875,0.00126916,0.5181325032,1.024999413,0.101385
0.2045,0.02725021497,0.05420043475,0.00128124,0.5206055312,1.029785297,0.101847
0.205,0.02751113329,0.05471652318,0.00129337,0.5230783012,1.034569191,0.10231
0.2055,0.0277732886,0.05523500304,0.00130555,0.525550812,1.039351086,0.102771
0.206,0.02803668082,0.05575587333,0.00131779,0.5280230624,1.044130975,0.103233
0.2065,0.02830130984,0.05627913306,0.00133009,0.5304950512,1.04890885,0.103694
0.207,0.02856716651,0.05680478121,0.00134244,0.5329667839,1.053684701,0.104155
0.2075,0.02883425715,0.05733281677,0.00135485,0.5354382545,1.05845852,0.104616
0.208,0.02910258341,0.05786323873,0.00136731,0.5379094605,1.0632303,0.105076
0.2085,0.02937214518,0.05839604606,0.00137982,0.5403804007,1.068000033,0.105536
0.209,0.02964294233,0.05893123776,0.00139239,0.5428510739,1.072767709,0.105995
0.2095,0.02991497474,0.05946881278,0.00140501,0.5453214789,1.077533321,0.106454
0.21,0.03018824229,0.06000877009,0.00141769,0.5477916145,1.08229686,0.106913
0.2105,0.03046274486,0.06055110867,0.00143043,0.5502614795,1.087058319,0.107371
0.211,0.03073848234,0.06109582747,0.00144321,0.5527310726,1.091817689,0.107829
0.2115,0.03101545461,0.06164292545,0.00145606,0.5552003927,1.096574962,0.108287
0.212,0.03129366154,0.06219240156,0.00146895,0.5576694387,1.10133013,0.108744
0.2125,0.03157310301,0.06274425475,0.0014819,0.5601382091,1.106083185,0.109201
0.213,0.03185377891,0.06329848396,0.00149491,0.562606703,1.110834119,0.109658
0.2135,0.03213568912,0.06385508813,0.00150797,0.565074919,1.115582924,0.110114
0.214,0.03241883352,0.06441406621,0.00152108,0.567542856,1.120329591,0.11057
0.2145,0.03270321198,0.06497541712,0.00153425,0.5700105128,1.125074112,0.111025
0.215,0.03298882439,0.06553913979,0.00154747,0.5724778881,1.129816481,0.11148
0.2155,0.03327567063,0.06610523314,0.00156074,0.5749449808,1.134556688,0.111935
0.216,0.03356375058,0.0666736961,0.00157407,0.5774117897,1.139294725,0.112389
0.2165,0.03385306412,0.06724452758,0.00158746,0.5798783135,1.144030585,0.112843
